use evern; 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-08-09', '2017-08-09', 89); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-05-28', '2018-05-28', 39); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-02-27', '2018-02-27', 88); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-03-01', '2019-03-01', 75); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-10-28', '2018-10-28', 31); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-04-17', '2017-04-17', 48); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-01-09', '2020-01-09', 54); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-04-22', '2018-04-22', 100); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-02-12', '2018-02-12', 58); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-07-21', '2019-07-21', 94); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-02-08', '2018-02-08', 88); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-07-11', '2017-07-11', 57); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-05-07', '2019-05-07', 51); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-09-06', '2018-09-06', 75); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-06-10', '2020-06-10', 26); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-03-22', '2017-03-22', 93); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-10-17', '2019-10-17', 49); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-04-11', '2017-04-11', 2); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-10-19', '2019-10-19', 60); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-01-19', '2019-01-19', 27); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-09-11', '2020-09-11', 29); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-11-10', '2020-11-10', 33); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-11-14', '2020-11-14', 19); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-05-17', '2020-05-17', 29); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-08-09', '2018-08-09', 36); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-09-06', '2017-09-06', 20); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-04-21', '2020-04-21', 76); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-03-28', '2019-03-28', 44); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-09-18', '2020-09-18', 73); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-05-23', '2018-05-23', 6); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-09-04', '2019-09-04', 13); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-07-11', '2018-07-11', 76); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-08-16', '2017-08-16', 62); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-10-20', '2017-10-20', 26); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-07-27', '2019-07-27', 10); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-07-14', '2018-07-14', 16); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-10-13', '2020-10-13', 61); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-03-11', '2020-03-11', 62); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-01-24', '2018-01-24', 92); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-10-17', '2018-10-17', 38); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-03-13', '2017-03-13', 67); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-10-02', '2020-10-02', 100); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-08-13', '2020-08-13', 97); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-08-23', '2018-08-23', 30); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-05-06', '2019-05-06', 55); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-05-13', '2018-05-13', 44); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-09-06', '2018-09-06', 9); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-06-17', '2018-06-17', 2); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-02-24', '2019-02-24', 18); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-06-06', '2020-06-06', 28); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-10-23', '2017-10-23', 8); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-07-04', '2019-07-04', 17); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-05-03', '2020-05-03', 37); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-07-05', '2017-07-05', 87); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-02-23', '2017-02-23', 84); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-05-26', '2019-05-26', 11); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-10-16', '2018-10-16', 53); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-04-18', '2020-04-18', 29); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-11-05', '2019-11-05', 65); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-01-09', '2018-01-09', 32); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-10-09', '2017-10-09', 71); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-06-10', '2018-06-10', 59); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-02-15', '2020-02-15', 20); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-08-10', '2018-08-10', 61); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-06-17', '2019-06-17', 61); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-09-03', '2018-09-03', 10); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-10-20', '2020-10-20', 66); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-02-08', '2020-02-08', 65); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-03-18', '2020-03-18', 95); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-10-11', '2018-10-11', 24); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-10-27', '2018-10-27', 50); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-08-17', '2019-08-17', 21); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-09-24', '2019-09-24', 80); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-08-24', '2018-08-24', 41); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-08-06', '2019-08-06', 43); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-03-19', '2019-03-19', 76); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-07-01', '2017-07-01', 28); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-01-16', '2018-01-16', 36); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-01-08', '2020-01-08', 1); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-11-28', '2019-11-28', 81); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-10-23', '2019-10-23', 21); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-06-24', '2017-06-24', 62); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-08-26', '2020-08-26', 43); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-07-24', '2019-07-24', 55); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-09-14', '2018-09-14', 11); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-03-10', '2020-03-10', 51); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-02-04', '2019-02-04', 92); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-05-18', '2020-05-18', 27); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-08-19', '2020-08-19', 19); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-02-16', '2017-02-16', 8); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-06-22', '2019-06-22', 37); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-06-26', '2018-06-26', 5); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-06-13', '2017-06-13', 69); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-09-12', '2018-09-12', 71); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-08-28', '2019-08-28', 53); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-07-17', '2017-07-17', 31); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-10-18', '2018-10-18', 12); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-05-14', '2017-05-14', 64); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-03-20', '2020-03-20', 48); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-11-08', '2019-11-08', 52); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-11-03', '2020-11-03', 97); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-02-06', '2019-02-06', 10); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-01-19', '2017-01-19', 65); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-11-15', '2019-11-15', 80); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-11-15', '2020-11-15', 32); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-04-20', '2019-04-20', 44); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-10-07', '2017-10-07', 9); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-03-08', '2017-03-08', 79); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-08-02', '2017-08-02', 77); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-04-19', '2018-04-19', 82); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-11-01', '2020-11-01', 33); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-11-11', '2018-11-11', 21); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-10-16', '2020-10-16', 40); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-08-22', '2019-08-22', 91); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-09-16', '2017-09-16', 45); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-04-28', '2017-04-28', 86); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-03-13', '2018-03-13', 8); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-05-06', '2018-05-06', 17); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-08-27', '2017-08-27', 77); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-02-12', '2017-02-12', 29); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-03-13', '2020-03-13', 70); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-03-21', '2019-03-21', 9); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-08-11', '2020-08-11', 76); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-10-16', '2020-10-16', 77); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-11-26', '2020-11-26', 78); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2018-08-26', '2018-08-26', 4); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-11-20', '2019-11-20', 52); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-11-20', '2019-11-20', 9); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2020-11-22', '2020-11-22', 5); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-08-18', '2017-08-18', 13); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-10-18', '2017-10-18', 52); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-05-12', '2019-05-12', 63); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-01-07', '2019-01-07', 42); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-04-02', '2019-04-02', 56); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-06-10', '2017-06-10', 92); 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2019-09-11', '2019-09-11', 17); 
